mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_max_iter,param_n_jobs,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.014949846267700195,0.0011205443156701146,0.0029317855834960936,0.0005681402463039684,0.000774263682681127,100,-1,l2,lbfgs,"{'C': np.float64(0.000774263682681127), 'max_iter': 100, 'n_jobs': -1, 'penalty': 'l2', 'solver': 'lbfgs'}",0.990358126721763,0.9675160697887971,0.9849919651056015,0.9804579889807163,0.9715622130394858,0.9789772727272729,0.008417067965074417,193
0.014992523193359374,0.0016196925445101705,0.0030582427978515627,0.0005120536954287055,0.000774263682681127,100,-1,l2,newton-cg,"{'C': np.float64(0.000774263682681127), 'max_iter': 100, 'n_jobs': -1, 'penalty': 'l2', 'solver': 'newton-cg'}",0.990358126721763,0.9675160697887971,0.9849919651056015,0.9804579889807163,0.9715622130394858,0.9789772727272729,0.008417067965074417,193
0.015061092376708985,0.0005626851701494263,0.002806949615478516,0.00037726723142047445,0.000774263682681127,100,-1,l2,newton-cholesky,"{'C': np.float64(0.000774263682681127), 'max_iter': 100, 'n_jobs': -1, 'penalty': 'l2', 'solver': 'newton-cholesky'}",0.990358126721763,0.9675160697887971,0.9849919651056015,0.9804579889807163,0.9715622130394858,0.9789772727272729,0.008417067965074417,193
0.001811838150024414,0.00016899653796243505,0.0022593975067138673,0.00036150837980977485,0.000774263682681127,100,-1,l2,liblinear,"{'C': np.float64(0.000774263682681127), 'max_iter': 100, 'n_jobs': -1, 'penalty': 'l2', 'solver': 'liblinear'}",0.9873163452708907,0.9591942148760331,0.9813762626262627,0.978047520661157,0.9673151974288339,0.9746499081726355,0.010098541286700013,208
0.015337705612182617,0.0008004474504112751,0.003158378601074219,0.0007659891449569866,0.000774263682681127,100,-1,l2,sag,"{'C': np.float64(0.000774263682681127), 'max_iter': 100, 'n_jobs': -1, 'penalty': 'l2', 'solver': 'sag'}",0.990358126721763,0.9675160697887971,0.9849919651056015,0.9804579889807163,0.9715622130394858,0.9789772727272729,0.008417067965074417,193
0.01506195068359375,0.000804974899481484,0.002783966064453125,0.0004253892430234949,0.000774263682681127,100,-1,l2,saga,"{'C': np.float64(0.000774263682681127), 'max_iter': 100, 'n_jobs': -1, 'penalty': 'l2', 'solver': 'saga'}",0.990358126721763,0.9675160697887971,0.9849919651056015,0.9804579889807163,0.9715622130394858,0.9789772727272729,0.008417067965074417,193
0.0003578662872314453,7.281289353572574e-05,0.0,0.0,0.000774263682681127,100,-1,elasticnet,lbfgs,"{'C': np.float64(0.000774263682681127), 'max_iter': 100, 'n_jobs': -1, 'penalty': 'elasticnet', 'solver': 'lbfgs'}",,,,,,,,241
0.0003143787384033203,3.636382803457561e-05,0.0,0.0,0.000774263682681127,100,-1,elasticnet,newton-cg,"{'C': np.float64(0.000774263682681127), 'max_iter': 100, 'n_jobs': -1, 'penalty': 'elasticnet', 'solver': 'newton-cg'}",,,,,,,,241
0.0003058910369873047,4.134015912806777e-05,0.0,0.0,0.000774263682681127,100,-1,elasticnet,newton-cholesky,"{'C': np.float64(0.000774263682681127), 'max_iter': 100, 'n_jobs': -1, 'penalty': 'elasticnet', 'solver': 'newton-cholesky'}",,,,,,,,241
0.00029816627502441404,4.565202196083614e-06,0.0,0.0,0.000774263682681127,100,-1,elasticnet,liblinear,"{'C': np.float64(0.000774263682681127), 'max_iter': 100, 'n_jobs': -1, 'penalty': 'elasticnet', 'solver': 'liblinear'}",,,,,,,,241
