Shared_Markers,k0,k1,k2,Share_allele,Value,Marcadores,Software,Datos,Kinship,File,Hoja,Sheet,Value_range,FAM_Sample_info_id,FAM_Sample_info_rel,VIC_Sample_info_id,VIC_Sample_info_rel,ValueLog10,True_positive
15,0,8,7,22,12832.5,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,10000-99999,085501,S,085501,F,4.1083112729328,1.0
15,0,5,10,25,102398.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,100000-999999,100401,S,100401,F,5.010291474242876,2.0
14,1,6,8,22,1.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,0-99,149201,S,043802,S,0.0,0.0
14,1,8,6,20,3.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-30,30:720,0-99,102001,F,006802,F,0.4771212547196624,0.0
14,1,7,7,21,3.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,067902,F,032502,F,0.4771212547196624,0.0
15,0,9,6,21,35.7965,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,0-99,022901,S,022901,F,1.5538405656105034,1.0
15,0,5,10,25,10000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,10000-99999,019201,S,070401,S,4.0,1.0
15,0,6,9,24,285076.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-175,175:575,100000-999999,111101,S,111101,F,5.454960656431514,2.0
15,0,4,11,26,51337.9,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-60,60:690,10000-99999,029801,S,029801,F,4.71043809968671,2.0
14,1,9,5,19,1.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,106502,S,066102,F,0.0,0.0
14,1,7,7,21,1.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-30,30:720,0-99,040301,S,073602,F,0.0,0.0
15,0,5,10,25,1339870000.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-175,175:575,1000000+,146801,S,146801,F,9.127062663274156,2.0
15,0,9,6,21,700000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,100000-999999,036501,F,036501,S,5.845098040014257,2.0
15,0,6,9,24,221896.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-175,175:575,100000-999999,017801,S,017801,F,5.346149473509227,1.0
14,1,10,4,18,10.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,0-99,136601,S,022901,S,1.0,0.0
15,0,9,6,21,5000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,1000-9999,115801,S,115801,F,3.6989700043360183,1.0
14,1,8,6,20,2.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-175,175:575,0-99,058801,S,083602,F,0.3010299956639812,0.0
15,0,8,7,22,8000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-97,97:653,1000-9999,012601,S,012601,F,3.903089986991944,1.0
14,1,9,5,19,40.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,0-99,128901,F,142002,S,1.6020599913279625,0.0
13,2,4,9,22,1.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-175,175:575,0-99,147301,F,048601,F,0.0,0.0
14,1,8,6,20,20.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,012102,F,005702,F,1.3010299956639813,0.0
14,1,5,9,23,10.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-175,175:575,0-99,113701,F,067401,F,1.0,0.0
15,0,8,7,22,30000000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,1000000+,097201,S,097201,F,7.477121254719663,2.0
14,1,7,7,21,50.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,034202,F,031902,S,1.6989700043360187,0.0
14,1,8,6,20,4.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-175,175:575,0-99,107502,S,071701,F,0.6020599913279624,0.0
15,0,5,10,25,66353.7,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-175,175:575,10000-99999,138101,S,138101,F,4.821865144906267,2.0
15,0,6,9,24,2661670.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-175,175:575,1000000+,114101,S,114101,F,6.425154209642391,2.0
14,1,9,5,19,8.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,140202,F,136402,S,0.9030899869919436,0.0
14,1,9,5,19,4.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,0-99,060101,S,077601,F,0.6020599913279624,0.0
14,1,8,6,20,1.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,0-99,004801,S,051802,S,0.0,0.0
15,0,5,10,25,21198.2,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,10000-99999,131101,S,131101,F,4.32629898530347,1.0
15,0,9,6,21,40000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-175,175:575,10000-99999,057401,S,057401,F,4.6020599913279625,1.0
15,0,9,6,21,20000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-97,97:653,10000-99999,053201,S,053201,F,4.301029995663981,1.0
14,1,7,7,21,1.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,026402,F,094102,S,0.0,0.0
15,0,9,6,21,2540.43,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,1000-9999,053901,S,053901,F,3.404907232691477,1.0
15,0,4,11,26,194764.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,100000-999999,148301,S,148301,F,5.289508685364967,2.0
14,1,7,7,21,1.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,103902,F,140702,S,0.0,0.0
15,0,8,7,22,3047.15,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-175,175:575,1000-9999,033801,S,033801,F,3.4838938334707388,1.0
15,0,8,7,22,2113.13,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-60,60:690,1000-9999,042001,S,098602,S,3.324926215720535,1.0
14,1,8,6,20,3.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-60,60:690,0-99,021302,S,023002,F,0.4771212547196624,0.0
15,0,6,9,24,1099220.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,1000000+,097401,S,097401,F,6.041084621653811,2.0
15,0,7,8,23,52661.5,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,10000-99999,079701,S,079701,F,4.721493225306415,1.0
13,2,6,7,20,1.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,060702,S,146602,S,0.0,0.0
15,0,5,10,25,3000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-60,60:690,1000-9999,147301,F,072002,S,3.4771212547196626,1.0
14,1,7,7,21,2.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,083602,S,110002,F,0.3010299956639812,0.0
14,1,8,6,20,1.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,0-99,075901,F,074402,S,0.0,0.0
15,0,9,6,21,6000000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,1000000+,056201,F,056201,S,6.778151250383644,2.0
15,0,11,4,19,1184.86,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-175,175:575,1000-9999,088301,S,088301,F,3.073667038262255,1.0
15,0,6,9,24,20741.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,10000-99999,101901,S,101901,F,4.316829691494308,1.0
14,1,7,7,21,300.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,100-999,019102,S,020102,F,2.4771212547196626,0.0
14,1,9,5,19,1.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,132802,S,083202,S,0.0,0.0
15,0,9,6,21,784891.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-175,175:575,100000-999999,099501,S,099501,F,5.894809349247976,2.0
14,1,6,8,22,8.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,097702,S,047602,S,0.9030899869919436,0.0
15,0,11,4,19,60000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-175,175:575,10000-99999,053501,S,053501,F,4.778151250383644,2.0
15,0,8,7,22,8821.93,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-1,1:749,1000-9999,030702,S,079902,S,3.94556360742852,1.0
15,0,7,8,23,104478.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-60,60:690,100000-999999,017001,S,017001,F,5.019024850404224,1.0
15,0,10,5,20,60000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,10000-99999,093001,S,093001,F,4.778151250383644,1.0
14,1,4,10,24,50.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-97,97:653,0-99,117301,F,071201,F,1.6989700043360187,0.0
15,0,5,10,25,10000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,10000-99999,016801,F,016801,S,4.0,1.0
15,0,5,10,25,911870.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-175,175:575,100000-999999,082101,S,082101,F,5.959932927904161,2.0
15,0,8,7,22,5912360.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,1000000+,116401,S,116401,F,6.771760870118413,2.0
15,0,10,5,20,2443.99,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,1000-9999,083301,S,083301,F,3.3880994245845493,1.0
14,1,10,4,18,2.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-30,30:720,0-99,055801,S,095202,F,0.3010299956639812,0.0
14,1,7,7,21,6.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-175,175:575,0-99,007301,F,065702,S,0.7781512503836436,0.0
14,1,7,7,21,10.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,000602,S,124502,S,1.0,0.0
14,1,9,5,19,3.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,026402,S,139102,F,0.4771212547196624,0.0
15,0,7,8,23,59266500.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,1000000+,100701,S,100701,F,7.772809280612248,2.0
15,0,7,8,23,2000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,1000-9999,049901,S,049901,F,3.3010299956639813,1.0
15,0,6,9,24,10000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-175,175:575,10000-99999,071701,S,071701,F,4.0,1.0
15,0,6,9,24,50000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,10000-99999,067301,S,067301,F,4.698970004336019,1.0
15,0,5,10,25,35451.1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,10000-99999,034501,S,034501,F,4.549629715302398,2.0
13,2,6,7,20,2.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,032302,F,112702,F,0.3010299956639812,0.0
13,2,5,8,21,3.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,0-99,096801,S,002101,F,0.4771212547196624,0.0
15,0,7,8,23,300000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-30,30:720,100000-999999,065101,S,065101,F,5.477121254719663,2.0
14,1,10,4,18,5.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,0-99,069001,S,098502,F,0.6989700043360189,0.0
15,0,9,6,21,25029100.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,1000000+,037401,S,037401,F,7.398445233465154,2.0
15,0,11,4,19,90.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,0-99,148501,S,148501,F,1.954242509439325,1.0
15,0,5,10,25,20000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,10000-99999,099401,F,099401,S,4.301029995663981,1.0
15,0,9,6,21,800.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,100-999,053701,S,056701,S,2.903089986991944,1.0
14,1,9,5,19,20.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,084302,F,103002,S,1.3010299956639813,0.0
15,0,7,8,23,500000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-60,60:690,100000-999999,124701,S,124701,F,5.698970004336019,2.0
15,0,8,7,22,122809.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-175,175:575,100000-999999,141001,S,141001,F,5.089230195038959,2.0
15,0,6,9,24,800000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-175,175:575,100000-999999,115701,F,115701,S,5.903089986991944,2.0
15,0,9,6,21,48807700.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-97,97:653,1000000+,062701,S,062701,F,7.688488342570608,2.0
15,0,7,8,23,900000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-97,97:653,100000-999999,032401,S,032401,F,5.954242509439325,2.0
15,0,9,6,21,420.086,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-60,60:690,100-999,103401,S,103401,F,2.6233382082600576,1.0
14,1,7,7,21,10.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,060602,F,000602,S,1.0,0.0
15,0,5,10,25,400000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,100000-999999,062001,F,062001,S,5.6020599913279625,2.0
14,1,10,4,18,1.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-60,60:690,0-99,138601,S,033502,F,0.0,0.0
14,1,11,3,17,30.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,105302,F,089802,F,1.4771212547196624,0.0
14,1,9,5,19,1.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,0-99,120901,F,099702,F,0.0,0.0
14,1,5,9,23,2.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,091602,S,105802,F,0.3010299956639812,0.0
14,1,11,3,17,9.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-97,97:653,0-99,136601,F,019302,S,0.9542425094393248,0.0
14,1,8,6,20,10.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,150002,S,134602,S,1.0,0.0
14,1,8,6,20,4.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-30,30:720,0-99,095202,S,048102,S,0.6020599913279624,0.0
14,1,6,8,22,2.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,064702,S,013702,F,0.3010299956639812,0.0
15,0,6,9,24,40000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-175,175:575,10000-99999,140701,F,140701,S,4.6020599913279625,1.0
14,1,7,7,21,8.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,016902,F,104602,F,0.9030899869919436,0.0
14,1,10,4,18,2.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,0-99,003601,F,103402,F,0.3010299956639812,0.0
14,1,8,6,20,1.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-175,175:575,0-99,084901,F,074502,F,0.0,0.0
15,0,7,8,23,200000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-175,175:575,100000-999999,025201,S,025201,F,5.301029995663981,2.0
15,0,8,7,22,100000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-97,97:653,100000-999999,102801,F,102801,S,5.0,2.0
14,1,8,6,20,1.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,030102,F,031402,S,0.0,0.0
15,0,9,6,21,20000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,10000-99999,021001,S,021001,F,4.301029995663981,1.0
15,0,6,9,24,30000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-175,175:575,10000-99999,064401,F,064401,S,4.477121254719663,1.0
14,1,11,3,17,5.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,021202,S,070202,S,0.6989700043360189,0.0
14,1,7,7,21,2.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-97,97:653,0-99,009402,F,034401,F,0.3010299956639812,0.0
15,0,8,7,22,200.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-97,97:653,100-999,061302,F,071101,F,2.3010299956639813,1.0
15,0,7,8,23,10000000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-97,97:653,1000000+,063601,S,063601,F,7.0,2.0
15,0,9,6,21,1856410000.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-175,175:575,1000000+,004101,S,004101,F,9.268673899185218,2.0
15,0,9,6,21,284556.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,100000-999999,038701,S,038701,F,5.454167747348734,2.0
15,0,6,9,24,20000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-175,175:575,10000-99999,061601,S,061601,F,4.301029995663981,1.0
14,1,7,7,21,100.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,100-999,056902,S,061902,S,2.0,0.0
14,1,8,6,20,5.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,106502,F,040902,F,0.6989700043360189,0.0
15,0,8,7,22,670180.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-60,60:690,100000-999999,077101,S,077101,F,5.826191463160186,2.0
15,0,7,8,23,334488.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,100000-999999,090701,S,090701,F,5.524380541753272,2.0
14,1,8,6,20,2.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-97,97:653,0-99,084701,S,107502,S,0.3010299956639812,0.0
15,0,11,4,19,200.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-60,60:690,100-999,059001,F,112302,F,2.3010299956639813,1.0
14,1,10,4,18,2.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-60,60:690,0-99,119301,S,054102,S,0.3010299956639812,0.0
14,1,8,6,20,2.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,030602,S,068402,F,0.3010299956639812,0.0
14,1,8,6,20,2.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,0-99,070401,S,088301,S,0.3010299956639812,0.0
15,0,6,9,24,12806.3,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,10000-99999,135501,S,135501,F,4.107423671376833,1.0
15,0,6,9,24,33606.3,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,10000-99999,135001,S,135001,F,4.526420699972072,1.0
15,0,6,9,24,120060.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-175,175:575,100000-999999,030001,S,030001,F,5.079398339019855,1.0
14,1,7,7,21,4.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,0-99,041201,S,033202,S,0.6020599913279624,0.0
14,1,9,5,19,1.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,0-99,142501,F,006601,F,0.0,0.0
15,0,7,8,23,5000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,1000-9999,061302,S,051602,S,3.6989700043360183,1.0
14,1,6,8,22,3.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,148802,S,043702,S,0.4771212547196624,0.0
15,0,6,9,24,83292.7,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-97,97:653,10000-99999,010601,S,010601,F,4.920606940318637,1.0
14,1,5,9,23,7.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-60,60:690,0-99,123702,S,132602,F,0.8450980400142568,0.0
15,0,4,11,26,100000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,100000-999999,148301,F,148301,S,5.0,2.0
15,0,8,7,22,500000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,100000-999999,095001,S,095001,F,5.698970004336019,2.0
15,0,11,4,19,10000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,10000-99999,140401,F,140401,S,4.0,1.0
15,0,4,11,26,177700.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-175,175:575,100000-999999,084101,S,084101,F,5.249687427805301,2.0
15,0,12,3,18,400.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,100-999,085301,S,085301,F,2.6020599913279625,1.0
15,0,8,7,22,200000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,100000-999999,134301,F,134301,S,5.301029995663981,2.0
15,0,7,8,23,577.985,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-1,1:749,100-999,122602,S,138302,S,2.761916567656239,1.0
15,0,9,6,21,24064.7,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,10000-99999,014101,S,014101,F,4.381380451961572,1.0
15,0,7,8,23,900000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-175,175:575,100000-999999,039201,F,039201,S,5.954242509439325,2.0
14,1,6,8,22,2.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,089002,F,112002,S,0.3010299956639812,0.0
15,0,8,7,22,70000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,10000-99999,015501,F,015501,S,4.845098040014257,1.0
